4.558996601424695760e-01 8.653127655880847868e-01
4.558996601424695760e-01 8.653127655880847868e-01
4.558996601424695205e-01 8.653127655880847868e-01
4.558996601424696316e-01 8.653127655880847868e-01
4.558996601424691875e-01 8.653127655880830105e-01
4.558996601424696316e-01 8.653127655880865632e-01
4.558996601424696316e-01 8.653127655880847868e-01
0.000000000000000000e+00 0.000000000000000000e+00
6.798702379002712348e-01 5.942810640883404716e-01
6.798702379002712348e-01 5.942810640883404716e-01
6.798702379002721230e-01 5.942810640883422479e-01
6.798702379002712348e-01 5.942810640883404716e-01
6.798702379002712348e-01 5.942810640883404716e-01
6.798702379002712348e-01 5.942810640883404716e-01
6.798702379002712348e-01 5.942810640883404716e-01
6.798702379002712348e-01 5.942810640883404716e-01
6.798702379002712348e-01 5.942810640883404716e-01
6.798702379002712348e-01 5.942810640883404716e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.363380987967284907e-01 8.383186541496172595e-01
3.363380987967283797e-01 8.383186541496181476e-01
3.363380987967286018e-01 8.383186541496181476e-01
3.363380987967281577e-01 8.383186541496163713e-01
3.363380987967286018e-01 8.383186541496181476e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.806287717479825972e-01 9.209819089969464301e-01
3.806287717479821531e-01 9.209819089969464301e-01
3.806287717479821531e-01 9.209819089969464301e-01
3.806287717479825972e-01 9.209819089969464301e-01
3.806287717479825972e-01 9.209819089969482064e-01
3.806287717479817090e-01 9.209819089969446537e-01
3.806287717479825972e-01 9.209819089969482064e-01
3.806287717479825972e-01 9.209819089969464301e-01
0.000000000000000000e+00 0.000000000000000000e+00
8.435768583690528288e-01 7.342524287938978489e-02
8.435768583690528288e-01 7.342524287938978489e-02
8.435768583690528288e-01 7.342524287938978489e-02
8.435768583690528288e-01 7.342524287938978489e-02
8.435768583690528288e-01 7.342524287938978489e-02
8.435768583690528288e-01 7.342524287938978489e-02
0.000000000000000000e+00 0.000000000000000000e+00
3.045953986580511863e-01 9.521143679246826252e-01
3.045953986580511863e-01 9.521143679246826252e-01
3.045953986580514083e-01 9.521143679246844016e-01
3.045953986580511863e-01 9.521143679246826252e-01
3.045953986580511863e-01 9.521143679246826252e-01
3.045953986580514083e-01 9.521143679246844016e-01
3.045953986580509643e-01 9.521143679246808489e-01
3.045953986580514083e-01 9.521143679246844016e-01
3.045953986580514083e-01 9.521143679246826252e-01
0.000000000000000000e+00 0.000000000000000000e+00
8.556256310551466626e-01 4.288713360847307143e-01
8.556256310551466626e-01 4.288713360847324907e-01
8.556256310551475508e-01 4.288713360847324907e-01
8.556256310551466626e-01 4.288713360847307143e-01
8.556256310551466626e-01 4.288713360847324907e-01
8.556256310551475508e-01 4.288713360847307143e-01
8.556256310551457744e-01 4.288713360847307143e-01
8.556256310551475508e-01 4.288713360847324907e-01
0.000000000000000000e+00 0.000000000000000000e+00
4.204204264090164456e-01 8.138488487841586405e-01
4.204204264090163345e-01 8.138488487841577523e-01
4.204204264090163345e-01 8.138488487841586405e-01
4.204204264090165566e-01 8.138488487841586405e-01
4.204204264090161125e-01 8.138488487841586405e-01
4.204204264090165566e-01 8.138488487841577523e-01
4.204204264090161125e-01 8.138488487841577523e-01
4.204204264090165566e-01 8.138488487841577523e-01
4.204204264090170007e-01 8.138488487841613050e-01
4.204204264090156684e-01 8.138488487841559760e-01
0.000000000000000000e+00 0.000000000000000000e+00
7.400487414936129937e-01 5.516445017369164816e-01
7.400487414936129937e-01 5.516445017369164816e-01
7.400487414936129937e-01 5.516445017369164816e-01
7.400487414936129937e-01 5.516445017369182580e-01
7.400487414936129937e-01 5.516445017369164816e-01
7.400487414936129937e-01 5.516445017369164816e-01
7.400487414936129937e-01 5.516445017369164816e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.873569424414051721e-01 7.640870332620268712e-01
3.873569424414051721e-01 7.640870332620268712e-01
3.873569424414051721e-01 7.640870332620268712e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.336415877607445957e-01 8.636703391305022848e-01
3.336415877607445957e-01 8.636703391305013966e-01
3.336415877607441516e-01 8.636703391305022848e-01
3.336415877607450398e-01 8.636703391305022848e-01
3.336415877607441516e-01 8.636703391305022848e-01
3.336415877607445957e-01 8.636703391305005084e-01
3.336415877607445957e-01 8.636703391305040611e-01
3.336415877607450398e-01 8.636703391305022848e-01
3.336415877607441516e-01 8.636703391305022848e-01
3.336415877607441516e-01 8.636703391305005084e-01
3.336415877607450398e-01 8.636703391305040611e-01
0.000000000000000000e+00 0.000000000000000000e+00
8.701197960069730897e-01 4.147303395567902840e-02
8.701197960069739779e-01 4.147303395567902840e-02
8.701197960069739779e-01 4.147303395567902840e-02
8.701197960069730897e-01 4.147303395567902840e-02
8.701197960069730897e-01 4.147303395567902840e-02
0.000000000000000000e+00 0.000000000000000000e+00
3.454122436032354138e-01 9.258072846268001754e-01
3.454122436032351917e-01 9.258072846267992873e-01
3.454122436032354138e-01 9.258072846268001754e-01
3.454122436032354138e-01 9.258072846267992873e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.997983655450347840e-01 8.290252216690969789e-01
3.997983655450347840e-01 8.290252216690987552e-01
3.997983655450352281e-01 8.290252216690987552e-01
3.997983655450347840e-01 8.290252216690969789e-01
3.997983655450352281e-01 8.290252216690987552e-01
3.997983655450347840e-01 8.290252216690969789e-01
3.997983655450347840e-01 8.290252216690987552e-01
0.000000000000000000e+00 0.000000000000000000e+00
8.001119262801505982e-01 4.155990516348531116e-01
8.001119262801514864e-01 4.155990516348513353e-01
8.001119262801505982e-01 4.155990516348531116e-01
8.001119262801514864e-01 4.155990516348531116e-01
8.001119262801505982e-01 4.155990516348513353e-01
8.001119262801505982e-01 4.155990516348531116e-01
0.000000000000000000e+00 0.000000000000000000e+00
2.921939309416754504e-01 8.299165497236336009e-01
2.921939309416754504e-01 8.299165497236336009e-01
2.921939309416750064e-01 8.299165497236327127e-01
2.921939309416758945e-01 8.299165497236353772e-01
2.921939309416750064e-01 8.299165497236336009e-01
2.921939309416754504e-01 8.299165497236327127e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.528520481707868583e-01 8.890912589015140810e-01
3.528520481707873024e-01 8.890912589015140810e-01
3.528520481707868583e-01 8.890912589015140810e-01
3.528520481707868583e-01 8.890912589015140810e-01
3.528520481707868583e-01 8.890912589015140810e-01
0.000000000000000000e+00 0.000000000000000000e+00
8.769445137644868993e-01 4.291740678584385904e-01
8.769445137644868993e-01 4.291740678584368140e-01
8.769445137644877875e-01 4.291740678584385904e-01
8.769445137644868993e-01 4.291740678584385904e-01
8.769445137644868993e-01 4.291740678584368140e-01
8.769445137644868993e-01 4.291740678584385904e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.815251274754032362e-01 9.043616589034098041e-01
3.815251274754034583e-01 9.043616589034115805e-01
3.815251274754030142e-01 9.043616589034098041e-01
3.815251274754034583e-01 9.043616589034098041e-01
3.815251274754034583e-01 9.043616589034098041e-01
3.815251274754034583e-01 9.043616589034115805e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.955121230013904920e-01 9.149182863266069887e-01
3.955121230013913802e-01 9.149182863266105414e-01
3.955121230013904920e-01 9.149182863266087651e-01
3.955121230013913802e-01 9.149182863266087651e-01
3.955121230013904920e-01 9.149182863266087651e-01
0.000000000000000000e+00 0.000000000000000000e+00
8.621122694826706123e-01 3.998477229892980489e-01
8.621122694826706123e-01 3.998477229892998253e-01
8.621122694826706123e-01 3.998477229892980489e-01
8.621122694826706123e-01 3.998477229892998253e-01
8.621122694826706123e-01 3.998477229892980489e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.313702984153663600e-01 9.073870599489683997e-01
3.313702984153665820e-01 9.073870599489683997e-01
3.313702984153663600e-01 9.073870599489683997e-01
3.313702984153663600e-01 9.073870599489683997e-01
3.313702984153663600e-01 9.073870599489683997e-01
3.313702984153668041e-01 9.073870599489701760e-01
3.313702984153659159e-01 9.073870599489683997e-01
3.313702984153668041e-01 9.073870599489683997e-01
3.313702984153659159e-01 9.073870599489666233e-01
0.000000000000000000e+00 0.000000000000000000e+00
7.704459799594642888e-01 5.476452086370411365e-01
7.704459799594634006e-01 5.476452086370393602e-01
7.704459799594642888e-01 5.476452086370411365e-01
7.704459799594642888e-01 5.476452086370411365e-01
7.704459799594651770e-01 5.476452086370411365e-01
7.704459799594616243e-01 5.476452086370393602e-01
7.704459799594651770e-01 5.476452086370411365e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.318069157997813878e-01 8.381198434954661991e-01
3.318069157997816099e-01 8.381198434954679755e-01
3.318069157997816099e-01 8.381198434954670873e-01
3.318069157997811658e-01 8.381198434954661991e-01
3.318069157997811658e-01 8.381198434954670873e-01
3.318069157997820540e-01 8.381198434954661991e-01
3.318069157997811658e-01 8.381198434954661991e-01
0.000000000000000000e+00 0.000000000000000000e+00
4.708814083603529710e-01 8.534039661287717848e-01
4.708814083603529710e-01 8.534039661287717848e-01
4.708814083603538592e-01 8.534039661287753376e-01
4.708814083603529710e-01 8.534039661287717848e-01
0.000000000000000000e+00 0.000000000000000000e+00
4.620413914457977000e-01 1.910961867511531409e-01
4.620413914457977000e-01 1.910961867511513645e-01
0.000000000000000000e+00 0.000000000000000000e+00
7.608448841762216475e-01 5.843382143785849081e-01
7.608448841762207593e-01 5.843382143785831317e-01
7.608448841762207593e-01 5.843382143785849081e-01
7.608448841762225356e-01 5.843382143785849081e-01
0.000000000000000000e+00 0.000000000000000000e+00
1.151354555386889800e-01 8.822704119019304514e-01
1.151354555386894241e-01 8.822704119019340041e-01
1.151354555386894241e-01 8.822704119019348923e-01
1.151354555386889800e-01 8.822704119019304514e-01
0.000000000000000000e+00 0.000000000000000000e+00
2.136156991948823247e-01 8.595412976822656148e-01
2.136156991948823247e-01 8.595412976822647266e-01
2.136156991948827688e-01 8.595412976822682793e-01
2.136156991948823247e-01 8.595412976822647266e-01
2.136156991948823247e-01 8.595412976822647266e-01
2.136156991948827688e-01 8.595412976822665030e-01
2.136156991948823247e-01 8.595412976822665030e-01
2.136156991948823247e-01 8.595412976822647266e-01
0.000000000000000000e+00 0.000000000000000000e+00
8.289072523006240090e-01 2.277982815620198664e-01
8.289072523006240090e-01 2.277982815620216428e-01
8.289072523006231208e-01 2.277982815620198664e-01
8.289072523006240090e-01 2.277982815620216428e-01
8.289072523006231208e-01 2.277982815620198664e-01
8.289072523006240090e-01 2.277982815620216428e-01
8.289072523006240090e-01 2.277982815620198664e-01
0.000000000000000000e+00 0.000000000000000000e+00
1.862044276249257280e-01 9.315070135955085817e-01
1.862044276249261721e-01 9.315070135955103581e-01
1.862044276249261721e-01 9.315070135955103581e-01
1.862044276249257280e-01 9.315070135955085817e-01
1.862044276249257280e-01 9.315070135955085817e-01
1.862044276249261721e-01 9.315070135955103581e-01
1.862044276249261721e-01 9.315070135955121344e-01
1.862044276249257280e-01 9.315070135955068054e-01
0.000000000000000000e+00 0.000000000000000000e+00
1.631200534746994890e-01 8.074386189061595331e-01
1.631200534746994890e-01 8.074386189061595331e-01
1.631200534746994890e-01 8.074386189061595331e-01
1.631200534746994890e-01 8.074386189061595331e-01
1.631200534746994890e-01 8.074386189061595331e-01
0.000000000000000000e+00 0.000000000000000000e+00
9.107940519378496802e-01 8.512513278418865070e-02
9.107940519378487920e-01 8.512513278418687435e-02
9.107940519378487920e-01 8.512513278418687435e-02
9.107940519378505684e-01 8.512513278418865070e-02
9.107940519378487920e-01 8.512513278418687435e-02
9.107940519378487920e-01 8.512513278418865070e-02
0.000000000000000000e+00 0.000000000000000000e+00
