1.000000000000000000e+01 1.600000000000000000e+01 1.000000000000000021e-02 4.000000000000000000e+00
1.000000000000000000e+01 1.600000000000000000e+01 4.658996601424695849e-01 4.865312765588084787e+00
1.000000000000000000e+01 1.600000000000000000e+01 9.217993202849391610e-01 5.730625531176169574e+00
1.000000000000000000e+01 1.600000000000000000e+01 1.377698980427408681e+00 6.595938296764254360e+00
1.000000000000000000e+01 1.600000000000000000e+01 1.833598640569878313e+00 7.461251062352339147e+00
1.000000000000000000e+01 1.600000000000000000e+01 2.289498300712347501e+00 8.326563827940422158e+00
1.000000000000000000e+01 1.600000000000000000e+01 2.745397960854817132e+00 9.191876593528508721e+00
1.000000000000000000e+01 1.600000000000000000e+01 3.201297620997286764e+00 1.005718935911659351e+01
1.000000000000000000e+01 1.600000000000000000e+01 3.201297620997286764e+00 1.005718935911659351e+01
1.000000000000000000e+01 1.600000000000000000e+01 3.881167858897557998e+00 1.065147042320493398e+01
1.000000000000000000e+01 1.600000000000000000e+01 4.561038096797829233e+00 1.124575148729327445e+01
1.000000000000000000e+01 1.600000000000000000e+01 5.240908334698101356e+00 1.184003255138161670e+01
1.000000000000000000e+01 1.600000000000000000e+01 5.920778572598372591e+00 1.243431361546995717e+01
1.000000000000000000e+01 1.600000000000000000e+01 6.600648810498643826e+00 1.302859467955829764e+01
1.000000000000000000e+01 1.600000000000000000e+01 7.280519048398915061e+00 1.362287574364663811e+01
1.000000000000000000e+01 1.600000000000000000e+01 7.960389286299186296e+00 1.421715680773497859e+01
1.000000000000000000e+01 1.600000000000000000e+01 8.640259524199457530e+00 1.481143787182331906e+01
1.000000000000000000e+01 1.600000000000000000e+01 9.320129762099728765e+00 1.540571893591165953e+01
1.000000000000000000e+01 1.600000000000000000e+01 1.000000000000000000e+01 1.600000000000000000e+01
1.000000000000000000e+01 1.600000000000000000e+01 2.118181818181817944e-01 4.000000000000000000e+00
1.000000000000000000e+01 1.600000000000000000e+01 5.481562806149102851e-01 4.838318654149617259e+00
1.000000000000000000e+01 1.600000000000000000e+01 8.844943794116386648e-01 5.676637308299235407e+00
1.000000000000000000e+01 1.600000000000000000e+01 1.220832478208367267e+00 6.514955962448853555e+00
1.000000000000000000e+01 1.600000000000000000e+01 1.557170577005095424e+00 7.353274616598469926e+00
1.000000000000000000e+01 1.600000000000000000e+01 1.893508675801824026e+00 8.191593270748088074e+00
1.000000000000000000e+01 1.600000000000000000e+01 1.893508675801824026e+00 8.191593270748088074e+00
1.000000000000000000e+01 1.600000000000000000e+01 2.274137447549806623e+00 9.112575179745034504e+00
1.000000000000000000e+01 1.600000000000000000e+01 2.654766219297788776e+00 1.003355708874198093e+01
1.000000000000000000e+01 1.600000000000000000e+01 3.035394991045770929e+00 1.095453899773892736e+01
1.000000000000000000e+01 1.600000000000000000e+01 3.416023762793753527e+00 1.187552090673587379e+01
1.000000000000000000e+01 1.600000000000000000e+01 3.796652534541736124e+00 1.279650281573282200e+01
1.000000000000000000e+01 1.600000000000000000e+01 4.177281306289717833e+00 1.371748472472976665e+01
1.000000000000000000e+01 1.600000000000000000e+01 4.557910078037700430e+00 1.463846663372671486e+01
